Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Product_Description,Image_URL,Capacity,Capacity_L,Wattage_W,Heater_Type,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code,Color_Variant
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-prime-instant-water-heater-geyser-ghwvnpswcw03.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWVNPSWCW03,7290.00,4190.00,N/A,Key Features Feroglas Coated Inner Container: Provides superior corrosion resistance Heavy duty Heating Element: High Performance & Quick heating Heavy duty Protective anode rod: Protects the inner container from corrosion High working pressure 0.8 MPa: Ideal for High rise building Fire Retardant Power Cord: For Safety & Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwvnpswcw03_2_.jpg,3 L,3,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaibpwh005.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6105,,1 L | White Blue | 3000 W,SKUGHWAIBPWH005,9890.00,5490.00,N/A,Key Features Feroglas Coated Inner Container: Provides superior corrosion resistance Incoloy glass coated Heating element: Minimal scaling & Quick heating High working pressure 0.8 MPa: Ideal for High rise building Whirlflow Technology : 20 % more hot water output Heavy Duty Protective Anode Rod : Protects the inner container from corrosion Bi-Color LED Indicator Fire Retardant Power Cord for Safety and Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwaibpwh005_4_.jpg,1 L,1,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaibpwh005.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6102,,1 L | White Blue | 4500 W,SKUGHWAIBPWH005,9890.00,5490.00,N/A,Key Features Feroglas Coated Inner Container: Provides superior corrosion resistance Incoloy glass coated Heating element: Minimal scaling & Quick heating High working pressure 0.8 MPa: Ideal for High rise building Whirlflow Technology : 20 % more hot water output Heavy Duty Protective Anode Rod : Protects the inner container from corrosion Bi-Color LED Indicator Fire Retardant Power Cord for Safety and Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwaibpwh005_4_.jpg,1 L,1,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaibpwh005.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6105,,3 L | White Blue | 3000 W,SKUGHWAIBPWH005,9890.00,5490.00,N/A,Key Features Feroglas Coated Inner Container: Provides superior corrosion resistance Incoloy glass coated Heating element: Minimal scaling & Quick heating High working pressure 0.8 MPa: Ideal for High rise building Whirlflow Technology : 20 % more hot water output Heavy Duty Protective Anode Rod : Protects the inner container from corrosion Bi-Color LED Indicator Fire Retardant Power Cord for Safety and Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwaibpwh005_4_.jpg,3 L,3,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaibpwh005.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWAIBPWH005,9890.00,5490.00,N/A,Key Features Feroglas Coated Inner Container: Provides superior corrosion resistance Incoloy glass coated Heating element: Minimal scaling & Quick heating High working pressure 0.8 MPa: Ideal for High rise building Whirlflow Technology : 20 % more hot water output Heavy Duty Protective Anode Rod : Protects the inner container from corrosion Bi-Color LED Indicator Fire Retardant Power Cord for Safety and Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwaibpwh005_4_.jpg,3 L,3,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwecapwb003.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6105,,1 L | White Blue | 3000 W,SKUGHWECAPWB003,6790.00,3190.00,N/A,Key Features Range Available : 3 L Mounting : Vertical Rating as per BIS Standards : IS1 Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/carlo.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwecapwb003.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6102,,1 L | White Blue | 4500 W,SKUGHWECAPWB003,6790.00,3190.00,N/A,Key Features Range Available : 3 L Mounting : Vertical Rating as per BIS Standards : IS1 Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/carlo.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwecapwb003.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6105,,3 L | White Blue | 3000 W,SKUGHWECAPWB003,6790.00,3190.00,N/A,Key Features Range Available : 3 L Mounting : Vertical Rating as per BIS Standards : IS1 Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/carlo.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwecapwb003.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWECAPWB003,6790.00,3190.00,N/A,Key Features Range Available : 3 L Mounting : Vertical Rating as per BIS Standards : IS1 Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/carlo.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwacapwh005.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6105,,1 L | White Blue | 3000 W,SKUGHWACAPWH005,8290.00,4790.00,N/A,Key Features Heavy Duty Heating Element SS 304 L Inner Tank Bi-Color LED Indicator 0.65 Mpa High working pressure Fire Retardant Power Cord High Precision Pre Calibrated Thermostat Rust & Shock proof Outer Body,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwacapwh005_main_1.jpg,1 L,1,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwacapwh005.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6102,,1 L | White Blue | 4500 W,SKUGHWACAPWH005,8290.00,4790.00,N/A,Key Features Heavy Duty Heating Element SS 304 L Inner Tank Bi-Color LED Indicator 0.65 Mpa High working pressure Fire Retardant Power Cord High Precision Pre Calibrated Thermostat Rust & Shock proof Outer Body,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwacapwh005_main_1.jpg,1 L,1,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwacapwh005.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6105,,3 L | White Blue | 3000 W,SKUGHWACAPWH005,8290.00,4790.00,N/A,Key Features Heavy Duty Heating Element SS 304 L Inner Tank Bi-Color LED Indicator 0.65 Mpa High working pressure Fire Retardant Power Cord High Precision Pre Calibrated Thermostat Rust & Shock proof Outer Body,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwacapwh005_main_1.jpg,3 L,3,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/carlo-instant-water-heater-geyser-ghwacapwh005.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWACAPWH005,8290.00,4790.00,N/A,Key Features Heavy Duty Heating Element SS 304 L Inner Tank Bi-Color LED Indicator 0.65 Mpa High working pressure Fire Retardant Power Cord High Precision Pre Calibrated Thermostat Rust & Shock proof Outer Body,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghwacapwh005_main_1.jpg,3 L,3,N/A,N/A,N/A,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/ghwaibpwb001-c.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6105,,1 L | White Blue | 3000 W,SKUGHWAIBPWB001,5690.00,3190.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIBPWB001.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI marked, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/ghwaibpwb001-c.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6102,,1 L | White Blue | 4500 W,SKUGHWAIBPWB001,5690.00,3190.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIBPWB001.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI marked, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/ghwaibpwb001-c.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6105,,3 L | White Blue | 3000 W,SKUGHWAIAPWB003,7290.00,3650.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade : Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIAPWB003.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI marked, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/ghwaibpwb001-c.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWAIAPWB003,7290.00,3650.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade : Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIAPWB003.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI marked, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/rush-plus-ghwerupir003-c.html?wh_rated_power_input_variant=6105&wh_capacity_variant=4887&color=3109,,3000 W | 1 L | White Blue,SKUGHWERUPPI003,6390.00,3590.00,N/A,Key Features Range  : 3 L Mounting  : Vertical Rating as per BIS Standards : ISI Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWERUPPI003.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/rush-plus-ghwerupir003-c.html?wh_rated_power_input_variant=6105&wh_capacity_variant=4890&color=3109,,3000 W | 3 L | White Blue,SKUGHWERUPPI003,6390.00,3590.00,N/A,Key Features Range  : 3 L Mounting  : Vertical Rating as per BIS Standards : ISI Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWERUPPI003.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/rush-plus-ghwerupir003-c.html?wh_rated_power_input_variant=6102&wh_capacity_variant=4887&color=3109,,4500 W | 1 L | White Blue,SKUGHWERUPIR003,6690.00,3690.00,N/A,Key Features Range  : 3 L Mounting  : Vertical Rating as per BIS Standards : ISI Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWERUPIR003.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/rush-plus-ghwerupir003-c.html?wh_rated_power_input_variant=6102&wh_capacity_variant=4890&color=3109,,4500 W | 3 L | White Blue,SKUGHWERUPIR003,6690.00,3690.00,N/A,Key Features Range  : 3 L Mounting  : Vertical Rating as per BIS Standards : ISI Marked Warranty : 5 year warranty on inner tank &  2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWERUPIR003.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/bianca-instant-water-heater-ghwebnpwb003.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6105,,1 L | White Blue | 3000 W,SKUGHWEBNPWB003,7990.00,4390.00,N/A,Key Features Range : 3 L Mounting : Vertical Color : White Blue Warranty : 5 year warranty on inner container; 2 year comprehensive warranty & 3 year warranty on heating element,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWEBNPWB003.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/bianca-instant-water-heater-ghwebnpwb003.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6102,,1 L | White Blue | 4500 W,SKUGHWEBNPWB003,7990.00,4390.00,N/A,Key Features Range : 3 L Mounting : Vertical Color : White Blue Warranty : 5 year warranty on inner container; 2 year comprehensive warranty & 3 year warranty on heating element,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWEBNPWB003.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/bianca-instant-water-heater-ghwebnpwb003.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6105,,3 L | White Blue | 3000 W,SKUGHWEBNPWB003,7990.00,4390.00,N/A,Key Features Range : 3 L Mounting : Vertical Color : White Blue Warranty : 5 year warranty on inner container; 2 year comprehensive warranty & 3 year warranty on heating element,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWEBNPWB003.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/bianca-instant-water-heater-ghwebnpwb003.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWEBNPWB003,7990.00,4390.00,N/A,Key Features Range : 3 L Mounting : Vertical Color : White Blue Warranty : 5 year warranty on inner container; 2 year comprehensive warranty & 3 year warranty on heating element,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWEBNPWB003.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaiapwb001.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6105,,1 L | White Blue | 3000 W,SKUGHWAIAPWB001,5390.00,3090.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade : Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIAPWB001.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaiapwb001.html?wh_capacity_variant=4887&color=3109&wh_rated_power_input_variant=6102,,1 L | White Blue | 4500 W,SKUGHWAIAPWB001,5390.00,3090.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade : Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIAPWB001.jpg,1 L,1,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaiapwb001.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6105,,3 L | White Blue | 3000 W,SKUGHWAIAPWB001,5390.00,3090.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade : Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIAPWB001.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,instant-water-heaters,https://havells.com/home-appliances/water-heaters/instant-water-heaters/instanio-instant-water-heater-geyser-ghwaiapwb001.html?wh_capacity_variant=4890&color=3109&wh_rated_power_input_variant=6102,,3 L | White Blue | 4500 W,SKUGHWAIAPWB001,5390.00,3090.00,N/A,Key Features Color Changing LED Indicator :  LED that changes color as the water heats to the desired temperature Ultra thick stainless steel inner tank of superior 304 grade : Rust and shock proof outer body Warranty : 5 year warranty on Inner Container ; 2 year comprehensive Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWAIAPWB001.jpg,3 L,3,N/A,N/A,5 year warranty,N/A,"Ce, Ul, ul, ISI Marked, bee, CE, ce, ISI, isi",Standards,India,N/A,White Blue
Havells,Water_Heaters,gas-water-heater,https://havells.com/home-appliances/water-heaters/instant-gas-water-heater/flagro-lpg-instant-gas-water-heater-geyser-ghwgflsiv006.html,,Standard,SKUGHWGFLSIV006,11790.00,6990.00,N/A,Key Features Range Available : 5.5 L Mounting : vertical Warranty : 2 year comprehensive Warranty Warning : Do not install product inside the bathroom. Do not place anything near the outlet. Do not stack inflammables near gas water heater. Avoid commercial regulators.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWGFLSIV006.jpg,,5.5,N/A,Gas,Warranty : 2 year,N/A,"Ce, ul, ISI Marked, bee, CE, ce, ISI, isi",onsWashing,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/ghwibhmbl010-c.html?wattage=2939,,1000 W,SKUGHWIBHMBL010,2190.00,1290.00,N/A,Key Features (Patent applied for)  Wattage  : 1000 W Mounting : Vertical Rating as per BIS Standard : ISI Mark Warranty : 2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWIBHMBL010.jpg,,N/A,1000,N/A,Warranty : 2 year,N/A,"Ce, ul, CE, ce, ISI, isi",Standard,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/ghwibhmbl010-c.html?wattage=2891,,1500 W,SKUGHWIBHMBL015,2290.00,1390.00,N/A,Key Features (Patent applied for)  Wattage  : 1500 W Mounting : Vertical Rating as per BIS Standard : ISI Mark Warranty : 2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWIBHMBL015.jpg,,N/A,1500,N/A,Warranty : 2 year,N/A,"Ce, ul, CE, ce, ISI, isi",Standard,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/ghwibhmbl010-c.html?wattage=2939,,1000 W,SKUGHWIBHMBL010,2190.00,1290.00,N/A,Key Features (Patent applied for)  Wattage  : 1000 W Mounting : Vertical Rating as per BIS Standard : ISI Mark Warranty : 2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWIBHMBL010.jpg,,N/A,1000,N/A,Warranty : 2 year,N/A,"Ce, ul, CE, ce, ISI, isi",Standard,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/ghwibhmbl010-c.html?wattage=2891,,1500 W,SKUGHWIBHMBL015,2290.00,1390.00,N/A,Key Features (Patent applied for)  Wattage  : 1500 W Mounting : Vertical Rating as per BIS Standard : ISI Mark Warranty : 2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWIBHMBL015.jpg,,N/A,1500,N/A,Warranty : 2 year,N/A,"Ce, ul, CE, ce, ISI, isi",Standard,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/hp-10-immersion-water-heater-ghwihppbl010.html,,Standard,SKUGHWIHPPBL010,1590.00,890.00,N/A,Key Features Wattage : 1000 W Rating as per BIS Standard : ISI Mark Warranty : 2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWIHPPBL010.jpg,,N/A,1000,N/A,Warranty : 2 year,N/A,"Ce, ul, ISI Marked, CE, ce, ISI, ISI certified, isi",Standard,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/hp-15-immersion-water-heater-ghwibhpbl015.html,,Standard,SKUGHWIBHPBL015,1690.00,991.00,N/A,Key Features Wattage : 1500 W Rating as per BIS Standard : ISI Mark Warranty : 2 year comprehensive warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Water-Heater/GHWIBHPBL015.jpg,,N/A,1500,N/A,Warranty : 2 year,N/A,"Ce, ul, ISI Marked, CE, ce, ISI, ISI certified, isi",Standard,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/zeta-immersion-water-heater.html?wattage=2939,,1000 W,SKUGHWMZTUWAW10,990.00,549.00,N/A,Key Features Efficient Heat Transfer Heating element Nickel plating for corrosion resistance Elegant and sturdy bucket hook ISI Mark 3 pin molded plug Heating Indicator Shock proof Water Level Indicator Water Proof Water Resistant,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/z/e/zeta_1000_1__1.jpg,,N/A,1000,N/A,N/A,N/A,"Ce, ul, CE, ce, ISI, isi",3,India,N/A,
Havells,Water_Heaters,immersion-heater,https://havells.com/home-appliances/water-heaters/immersion-water-heater/zeta-immersion-water-heater.html?wattage=2891,,1500 W,SKUGHWMZTUWAW15,1090.00,649.00,N/A,Key Features Efficient Heat Transfer Heating element Nickel plating for corrosion resistance Elegant and sturdy bucket hook ISI Mark 3 pin molded plug Heating Indicator Shock proof Water Level Indicator Water Proof Water Resistant,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/z/e/zeta_1500_1__1.jpg,,N/A,1500,N/A,N/A,N/A,"Ce, ul, CE, ce, ISI, isi",3,India,N/A,
