Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Product_Description,Image_URL,Color_Variant,Size,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=2876&sweep_size=2923,,Wood Mist | 1200 mm,SKUFHCBG5SWMT48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbg5swmt48_5_star.jpg,Wood Mist,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=2876&sweep_size=2926,,Wood Mist | 1400 mm,SKUFHCBG5SWMT48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbg5swmt48_5_star.jpg,Wood Mist,1400 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=3094&sweep_size=2918,,Wood Pearl White | 600 mm,SKUFHCBG5SWPW48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbg5swpw48_5_star.jpg,Wood Pearl White,600 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=3094&sweep_size=2923,,Wood Pearl White | 1200 mm,SKUFHCBG5SWPW48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbg5swpw48_5_star.jpg,Wood Pearl White,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=3094&sweep_size=2926,,Wood Pearl White | 1400 mm,SKUFHCBG5SWPW48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbg5swpw48_5_star.jpg,Wood Pearl White,1400 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=7010&sweep_size=2918,,Walnut Pearl White | 600 mm,SKUFHCBG5SWPH48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/a/havells_stealth_air_neo_wood_pearl_white_main.jpg,Walnut Pearl White,600 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=7010&sweep_size=2923,,Walnut Pearl White | 1200 mm,SKUFHCBG5SWPH48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/a/havells_stealth_air_neo_wood_pearl_white_main.jpg,Walnut Pearl White,1200 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbg5swpw48-c.html?color=7010&sweep_size=2926,,Walnut Pearl White | 1400 mm,SKUFHCBG5SWPH48,12740,8150,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/a/havells_stealth_air_neo_wood_pearl_white_main.jpg,Walnut Pearl White,1400 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3707&sweep_size=2920,,Matt Black | 900 mm,SKUFHCBHSTMBK48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstmbk48_5_star.jpg,Matt Black,900 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3707&sweep_size=2923,,Matt Black | 1200 mm,SKUFHCBHSTMBK48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstmbk48_5_star.jpg,Matt Black,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=2881&sweep_size=2920,,Champagne | 900 mm,SKUFHCBH5SCPG48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbh5scpg48_1_.jpg,Champagne,900 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=2881&sweep_size=2923,,Champagne | 1200 mm,SKUFHCBH5SCPG48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbh5scpg48_1_.jpg,Champagne,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=2886&sweep_size=2920,,Pearl White | 900 mm,SKUFHCBH5SPWT36,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstpwt48_5_star_1.jpg,Pearl White,900 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=2886&sweep_size=2923,,Pearl White | 1200 mm,SKUFHCBHSTPWT48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstpwt48_5_star.jpg,Pearl White,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3035&sweep_size=2920,,Indigo Blue | 900 mm,SKUFHCBHSTIBL48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstibl48_5_star.jpg,Indigo Blue,900 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3035&sweep_size=2923,,Indigo Blue | 1200 mm,SKUFHCBHSTIBL48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstibl48_5_star.jpg,Indigo Blue,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3090&sweep_size=2920,,Slate | 900 mm,SKUFHCBH5SSLS48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbh5ssls48_1_.jpg,Slate,900 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3090&sweep_size=2923,,Slate | 1200 mm,SKUFHCBH5SSLS48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbh5ssls48_1_.jpg,Slate,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3101&sweep_size=2920,,Mist | 900 mm,SKUFHCBH5SMIST48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbh5smist48_1_.jpg,Mist,900 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3101&sweep_size=2923,,Mist | 1200 mm,SKUFHCBH5SMIST48,12560,8040,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbh5smist48_1_.jpg,Mist,1200 mm,N/A,N/A,"CE, ce, Ce, bee, isi, ISI, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3717&sweep_size=2920,,Walnut Cola Chrome | 900 mm,SKUFHCBHSTWCC48,13710,8780,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstwcc48_1.jpg,Walnut Cola Chrome,900 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3717&sweep_size=2923,,Walnut Cola Chrome | 1200 mm,SKUFHCBHSTWCC48,13710,8780,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstwcc48_1.jpg,Walnut Cola Chrome,1200 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3718&sweep_size=2920,,Pinewood Cola Chrome | 900 mm,SKUFHCBHSTPCH48,13710,8780,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/m/a/main_1.jpg,Pinewood Cola Chrome,900 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcbhstibl48-c.html?color=3718&sweep_size=2923,,Pinewood Cola Chrome | 1200 mm,SKUFHCBHSTPCH48,13710,8780,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/m/a/main_1.jpg,Pinewood Cola Chrome,1200 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=2952&sweep_size=2918,,Elegant White | 600 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Elegant White,600 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=2952&sweep_size=2923,,Elegant White | 1200 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Elegant White,1200 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=2952&sweep_size=2926,,Elegant White | 1400 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Elegant White,1400 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=3100&sweep_size=2918,,Smoke Brown | 600 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Smoke Brown,600 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=3100&sweep_size=2923,,Smoke Brown | 1200 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Smoke Brown,1200 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=3100&sweep_size=2926,,Smoke Brown | 1400 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Smoke Brown,1400 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=6876&sweep_size=2918,,Stone Grey | 600 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Stone Grey,600 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=6876&sweep_size=2923,,Stone Grey | 1200 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Stone Grey,1200 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/super-speed-es-regular-ceiling-fan-fhcs91sbrn48-c.html?color=6876&sweep_size=2926,,Stone Grey | 1400 mm,SKUFHCS91SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcs91sbrn48_3__1.jpg,Stone Grey,1400 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=2952&sweep_size=2918,,Elegant White | 600 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Elegant White,600 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=2952&sweep_size=2923,,Elegant White | 1200 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Elegant White,1200 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=2952&sweep_size=2926,,Elegant White | 1400 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Elegant White,1400 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=3100&sweep_size=2918,,Smoke Brown | 600 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Smoke Brown,600 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=3100&sweep_size=2923,,Smoke Brown | 1200 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Smoke Brown,1200 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=3100&sweep_size=2926,,Smoke Brown | 1400 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Smoke Brown,1400 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=6876&sweep_size=2918,,Stone Grey | 600 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Stone Grey,600 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=6876&sweep_size=2923,,Stone Grey | 1200 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Stone Grey,1200 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/thrill-air-es-regular-ceiling-fan-fhcta1smbi48-c.html?color=6876&sweep_size=2926,,Stone Grey | 1400 mm,SKUFHCTA1SMBI48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcta1smbi48_1_1.jpg,Stone Grey,1400 mm,N/A,https://integration-5ojmyuq-hkosayfn2zwv6.ap-3.magentosite.cloud/media/wysiwyg/Brochure-and-pricelist/Consumer_Industrial_Fans/Catalogue_Havells_Consumer_Industrial_Fans.pdf,"CE, ce, Ce, bee, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=2952&sweep_size=2918,,Elegant White | 600 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Elegant White,600 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=2952&sweep_size=2923,,Elegant White | 1200 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Elegant White,1200 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=2952&sweep_size=2926,,Elegant White | 1400 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Elegant White,1400 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=3100&sweep_size=2918,,Smoke Brown | 600 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Smoke Brown,600 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=3100&sweep_size=2923,,Smoke Brown | 1200 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Smoke Brown,1200 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=3100&sweep_size=2926,,Smoke Brown | 1400 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Smoke Brown,1400 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=6876&sweep_size=2918,,Stone Grey | 600 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Stone Grey,600 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=6876&sweep_size=2923,,Stone Grey | 1200 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Stone Grey,1200 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
Havells,Fans,ceiling-fans,https://havells.com/fans/ceiling-fans/fhcex5sbrn48-c.html?color=6876&sweep_size=2926,,Stone Grey | 1400 mm,SKUFHCEX5SBRN48-c,7170,4455,N/A,,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan_1.jpg,Stone Grey,1400 mm,N/A,N/A,"CE, ce, Ce, isi, ISI, ISI Marked, ul",onsWashing,India,N/A
