Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Approx_Price,Product_Description,Image_URL,Capacity,Poles,Current_Rating_A,Breaking_Capacity_kA,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code,Product_URL
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5873,,2 A,SKUDHMGCTPF002,2023.00,1066.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF002.jpg,2 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5909,,6 A,SKUDHMGCTPF006,1817.00,959.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF006.jpg,6 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5858,,10 A,SKUDHMGCTPF010,1817.00,959.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF010.jpg,10 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5870,,16 A,SKUDHMGCTPF016,1817.00,959.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF016.jpg,16 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5879,,20 A,SKUDHMGCTPF020,1817.00,959.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF020.jpg,20 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5882,,25 A,SKUDHMGCTPF025,1817.00,959.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF025.jpg,25 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5891,,32 A,SKUDHMGCTPF032,1817.00,959.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF032.jpg,32 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5900,,40 A,SKUDHMGCTPF040,2727.00,1438.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF040.jpg,40 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/dhmgctpf063-havells-bcp-1.html?switchgear_ampere_capacity_variant=5912,,63 A,SKUDHMGCTPF063,2833.00,1494.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTPF063.jpg,63 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5852,,1 A,SKUDHMGCSPF001,609.00,322.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF001.jpg,1 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5855,,1.5 A,SKUDHMGCSPF1x5,610.00,322.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF1x5.jpg,1.5 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5873,,2 A,SKUDHMGCSPF002,609.00,322.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF002.jpg,2 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5885,,3 A,SKUDHMGCSPF003,609.00,322.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF003.jpg,3 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5897,,4 A,SKUDHMGCSPF004,609.00,322.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF004.jpg,4 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5909,,6 A,SKUDHMGCSPF006,327.00,176.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF006.jpg,6 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5858,,10 A,SKUDHMGCSPF010,327.00,176.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF010.jpg,10 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5870,,16 A,SKUDHMGCSPF016,327.00,176.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF016.jpg,16 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5879,,20 A,SKUDHMGCSPF020,327.00,176.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF020.jpg,20 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5882,,25 A,SKUDHMGCSPF025,327.00,176.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF025.jpg,25 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5891,,32 A,SKUDHMGCSPF032,327.00,176.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF032.jpg,32 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5900,,40 A,SKUDHMGCSPF040,851.00,449.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF040.jpg,40 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-sp-c-curve-dhmgcspf032-1.html?switchgear_ampere_capacity_variant=5912,,63 A,SKUDHMGCSPF063,938.00,495.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCSPF063.jpg,63 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5909,,6 A,SKUDHMGCFPF006,2423.00,1278.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF006.jpg,6 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5858,,10 A,SKUDHMGCFPF010,2423.00,1278.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF010.jpg,10 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5870,,16 A,SKUDHMGCFPF016,2423.00,1278.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF016.jpg,16 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5879,,20 A,SKUDHMGCFPF020,2423.00,1278.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF020.jpg,20 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5882,,25 A,SKUDHMGCFPF025,2423.00,1278.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF025.jpg,25 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5891,,32 A,SKUDHMGCFPF032,2423.00,1278.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF032.jpg,32 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5900,,40 A,SKUDHMGCFPF040,3188.00,1681.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF040.jpg,40 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-fp-c-curve-dhmgcfpf063-1.html?switchgear_ampere_capacity_variant=5912,,63 A,SKUDHMGCFPF063,3350.00,1767.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCFPF063.jpg,63 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5858,,10 A,SKUDHMGCTNF010,2386.00,1259.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF010.jpg,10 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5870,,16 A,SKUDHMGCTNF016,2386.00,1259.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF016.jpg,16 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5879,,20 A,SKUDHMGCTNF020,2386.00,1259.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF020.jpg,20 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5882,,25 A,SKUDHMGCTNF025,2386.00,1259.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF025.jpg,25 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5891,,32 A,SKUDHMGCTNF032,2386.00,1259.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF032.jpg,32 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5900,,40 A,SKUDHMGCTNF040,3122.00,1647.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF040.jpg,40 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-tpn-c-curve-dhmgctnf063-1.html?switchgear_ampere_capacity_variant=5912,,63 A,SKUDHMGCTNF063,3244.00,1711.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCTNF063.jpg,63 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-dp-c-curve-dhmgcdpf063-c.html?switchgear_ampere_capacity_variant=5873,,2 A,SKUDHMGCDPF002,1571.00,829.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCDPF002.jpg,2 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-dp-c-curve-dhmgcdpf063-c.html?switchgear_ampere_capacity_variant=5897,,4 A,SKUDHMGCDPF004,1571.00,829.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCDPF004.jpg,4 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-dp-c-curve-dhmgcdpf063-c.html?switchgear_ampere_capacity_variant=5909,,6 A,SKUDHMGCDPF006,1080.00,570.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCDPF006.jpg,6 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
Havells,Switchgear_Protection,circuit-breaker,https://havells.com/home-electricals/switchgears/circuit-breaker/mcb-dp-c-curve-dhmgcdpf063-c.html?switchgear_ampere_capacity_variant=5858,,10 A,SKUDHMGCDPF010,1080.00,570.00,N/A,N/A,Key Features Application : Suitable for protection against overload & short circuit for Motor and other Inductive loads Rating : 0.5 A to 63 A Specification : IS/IEC 60898-1 Note: Product images are for illustrative purposes and may differ from the actual product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Switchgear/DHMGCDPF010.jpg,10 A,N/A,5,N/A,N/A,N/A,"ISI, ul, ce, isi, CE, Ce",onsWashing,India,N/A,
