Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Approx_Price,Product_Description,Image_URL,Wattage_W,Capacity_L,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code,Color_Variant
Havells,Small_Appliances,craft-series,https://havells.com/home-appliances/appliances/craft-series/craft-mixer-grinder-ghfmgfqb080.html,,Standard,SKUGHFMGFQB080,15995.00,12495.00,N/A,N/A,Key Features Powerful 800 W BLDC Motor 50 % Quieter Performance Lifetime Warranty on Motor Unique Touch Control Perfect Grinding Mode,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/r/craft_mg_1.jpg,800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,craft-series,https://havells.com/home-appliances/appliances/craft-series/craft-rice-cooker-ghcrcsbb070.html,,Standard,SKUGHCRCSBB070,7995.00,5195.00,N/A,N/A,Key Features Triple Safety Protection : Safety and durability built-in Keep Warm Mode : The Keep Warm mode keeps your food perfectly warm for up to 6 hours Capacity : Large 1.8 L Capacity Wattage : 700 W Warranty : 2 Years Product Warranty*,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghcrcsbb070_4_.jpg,700,1.8,Warranty : 2 Years,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,craft-series,https://havells.com/home-appliances/appliances/craft-series/craft-2-slice-pop-up-toaster-ghcptfrb085.html,,Standard,SKUGHCPTFRB085,6295.00,3899.00,N/A,N/A,Key Features 850 W Defrost Mode Reheat Mode Intelligent Operation Custom Browning Level with Timer Display Panel with Touch Control 2 Years Product Warranty*,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghcptfrb085_3_.jpg,850,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,craft-series,https://havells.com/home-appliances/appliances/craft-series/craft-electric-kettle-ghbktbcb160.html?color=58,,Black,SKUGHBKTBCB160,6595.00,4199.00,N/A,N/A,Key Features 1.5 L Capacity 1600 W Strix Controller: Enhanced durability with 5X lifespan Intelligent Preset Modes Live Temperature Display Keep Warm,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbcb160.jpg,1600,1.5,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,craft-series,https://havells.com/home-appliances/appliances/craft-series/craft-electric-kettle-ghbktbcb160.html?color=59,,Blue,SKUGHBKTBCB160,6595.00,4199.00,N/A,N/A,Key Features 1.5 L Capacity 1600 W Strix Controller: Enhanced durability with 5X lifespan Intelligent Preset Modes Live Temperature Display Keep Warm,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbcb160.jpg,1600,1.5,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,craft-series,https://havells.com/home-appliances/appliances/craft-series/craft-hand-blender-ghfhbfpb030.html,,Standard,SKUGHFHBFPB030,2795.00,2495.00,N/A,N/A,Key Features 50 % Quieter Operation Easy Blending with 300 W Power Easy to Clean Body Food Grade Material - SS 304 Shaft and Blade Ergonomic One Button Operation 2 Years Product Warranty*,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfhbfpb030.jpg,300,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/fyber-standing-garment-steamer-ghggsdgu160.html,,Standard,SKUGHGGSDGU160,8495.00,4999.00,N/A,N/A,Key Features Powerful Steam Output at 35 g/min Height Adjustable 3 levels 3-Steam Settings Dry Run Protection & Overheat Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsdgu160.jpg,N/A,3,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/vela-hand-held-garment-steamer-ghggsddw110.html,,Standard,SKUGHGGSDDW110,4995.00,2399.00,N/A,N/A,Key Features Powerful Steam Output at 22 g/min 1100 W Stem Generator 100 ml Detachable Tank Dry Run Protection & Overheat Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsddw110.jpg,1100,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/falcon-hand-held-garment-steamer-ghggsdeb110.html,,Standard,SKUGHGGSDEB110,4995.00,2799.00,N/A,N/A,Key Features Powerful Steam Output at 22 g/min 1100 W Stem Generator 100 ml Detachable Tank Dry Run Protection & Overheat Protection,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsdeb110_1.jpg,1100,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/delite-standing-garment-steamer-ghggsbrp142.html,,Standard,SKUGHGGSBRP142,8695.00,4999.00,N/A,N/A,Key Features Powerful Steam Output : Powerful Steam Output at 32 g/min steaming rate at maximum setting for that perfect ironing result Large Water Tank Capacity : Large 1.7 L water tank capacity that allows longer duration of ironing before a refill is required Quick Steam Ready Time : Steam ready time is just 50 seconds Ideal for all Kind of Ironing : It is ideal for all kind of ironing requirements as continuous steaming times 45 minutes,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsbrp142_1.jpg,N/A,1.7,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/stufo-dry-iron-ghgdiefe100.html,,Standard,SKUGHGDIEFE100,1499.00,899.00,N/A,N/A,Key Features Quick Heating 1000 W U-shape Element ISI Certified for both Safety & Performance Non-Stick soleplate with German tech Greblon 360° Swivel Cord for Effortless Maneuvering Precision tip & Aerodynamic body for east gliding Shock & Rust proof body for safe ironing experience,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/t/stufo_dry_iron_1.jpg,1000,N/A,N/A,N/A,"isi, ISI certified, Ce, ISI Certified, ul, CE, ISI, ce",Certified,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/stella-steam-iron-ghgsieiu200.html,,Standard,SKUGHGSIEIU200,2799.00,1898.00,N/A,N/A,Key Features 2000 W Element for Quick Heating Anti Calc Anti Drip 220 ml Tank for Longer Ironing Self Clean feature High Steaming Rate upto 15 g/min 360° Swivel Cord,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/t/stella_steam_iron_1.jpg,2000,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/inox-steam-iron-ghgsiegg160.html,,Standard,SKUGHGSIEGG160,2499.00,1699.00,N/A,N/A,Key Features 1600 W Element for Quick Heating Anti Drip 220 ml Tank for Longer Ironing High Steaming Rate upto 15 g/min Self Clean feature Powerful Steam Burst 360° Swivel Cord,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/i/n/inox_steam_iron.jpg,1600,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/ez-press-steam-iron-ghgsieeu125.html,,Standard,SKUGHGSIEEU125,1999.00,1399.00,N/A,N/A,Key Features 1250 W Element for Quick Heating 170 ml Tank for Longer Ironing High Steaming Rate upto 12 g/min Powerful Steam Burst Self Clean feature Steam Function : Horizontal & Vertical Both 360° Swivel Cord,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/z/ez-press_steam_iron_1.jpg,1250,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/glaze-steam-iron-ghgsiedg125.html,,Standard,SKUGHGSIEDG125,1999.00,1199.00,N/A,N/A,Key Features 1250 W Element for Quick Heating 170 ml Tank for Longer Ironing High Steaming Rate upto 12 g/min Powerful Steam Burst Self Clean feature Steam Function : Horizontal & Vertical Both 360° Swivel Cord,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glaze.jpg,1250,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/elece-steam-iron-ghgsiecg120.html,,Standard,SKUGHGSIECG120,1949.00,1349.00,N/A,N/A,Key Features 1200 W Element for Quick Heating 170 ml Tank for Longer Ironing High Steaming Rate upto 12 g/min Powerful Steam Burst Self Clean feature Steam Function : Horizontal & Vertical Both 360° Swivel Cord,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/l/elece_1.jpg,1200,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/nimo-steam-iron-ghgsiebk120.html,,Standard,SKUGHGSIEBK120,1949.00,1349.00,N/A,N/A,Key Features 1200 W Element for Quick Heating 170 ml Tank for Longer Ironing High Steaming Rate upto 12 g/min Powerful Steam Burst Self Clean feature Steam Function : Horizontal & Vertical Both 360° Swivel Cord,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/i/nimo_1.jpg,1200,N/A,N/A,N/A,"isi, ce, ISI certified, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/husky-steam-iron-ghgsidpu220.html,,Standard,SKUGHGSIDPU220,4999.00,3199.00,N/A,N/A,Key Features It shut offs the iron when left unattended and is connected to power outlet. Self Cleaning Function Anti scale system to reduce the build up of lime scale Steam boost up to 40 g/min,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgsiccu220_1.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/komfi-dry-iron-ghgdicsg100.html,,Standard,SKUGHGDICSG100,1235.00,799.00,N/A,N/A,Key Features Komfi comes with the powerful 1000 W heating element for effective ironing experience. Havells Dry Irons comes with both safety as well as performance ISI certifications. Greblon Non- Stick sole plate with German Technology for smooth gliding & long life. Aerodynamic design ensures easy gliding.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgdicsg100.jpg,1000,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",certifications,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/plush-steam-iron-ghgsidlk160.html,,Standard,SKUGHGSIDLK160,3499.00,2449.00,N/A,N/A,Key Features Powerful Steam : 15 g/min Wattage : 1600 W Horizontal & Vertical Steaming Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgsibck160.jpg,1600,N/A,Warranty : 2 Year,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/travel-buddy-steam-iron-ghgsidnb080.html,,Standard,SKUGHGSIDNB080,2599.00,1999.00,N/A,N/A,Key Features 800 W Ceramic coating Dry Ironing Feature Steam Burst with High Steam Rate Adjustable Temperature based on fabric type Foldable Handle for easy storage during travelling Shut Off : Steam on off button,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgsidnb080_1_.jpg,800,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/stealth-dry-iron-ghgdibfb100.html,,Standard,SKUGHGDIBFB100,1570.00,1029.00,N/A,N/A,Key Features New aerodynamic design for effortless maneuverability Non stick coated soleplate for smooth gliding Easy Grip Temperature Control Dial Higher wattage for higher performance,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDIBFB100.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/hawk-heavy-weight-dry-iron-ghgdibzb110.html,,Standard,SKUGHGDIBZB110,2085.00,1249.00,N/A,N/A,Key Features New aerodynamic design for effortless maneuverability Non stick coated soleplate for smooth gliding Easy Grip Temperature Control Dial Higher wattage for higher performance,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDIBZB110.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/trendy-dry-iron-ghgdicfw075.html,,Standard,SKUGHGDICFW075,1225.00,749.00,N/A,N/A,Key Features Aerodynamic Design with Steel Cover Body 360° swivel cord for effort less maneuvering Easy Grip Temperature Control dial Registered greblon non-stick coated soleplate,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDICFW075.jpg,N/A,N/A,N/A,N/A,"isi, bee, Ce, ISI Certified, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/aquilla-dry-iron-ghgdiceo100.html,,Standard,SKUGHGDICEO100,1320.00,849.00,N/A,N/A,Key Features Aerodynamic Design with Steel Cover Body 360° swivel cord for effort less maneuvering Easy Grip Temperature Control dial American Heritage Non-stick coated soleplate,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDICEO100.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/czar-dry-iron-ghgdicdw100.html,,Standard,SKUGHGDICDW100,1335.00,799.00,N/A,N/A,Key Features Aerodynamic Design with Steel Cover Body 360° swivel cord for effort less maneuvering Easy Grip Temperature Control dial Registered greblon non-stick coated soleplate,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDICDW100.jpg,N/A,N/A,N/A,N/A,"Bee, isi, Ce, ISI Certified, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/glace-dry-iron-ghgdibur075.html,,Standard,SKUGHGDIBUR075,1195.00,649.00,N/A,N/A,Key Features New aerodynamic design for effortless maneuverability Non stick coated soleplate for smooth gliding Easy Grip Temperature Control Dial,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDIBUR075.jpg,N/A,N/A,N/A,N/A,"isi, bee, Ce, ISI Certified, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/glace-plus-dry-iron-ghgdibub100.html,,Standard,SKUGHGDIBUB100,1365.00,699.00,N/A,N/A,Key Features New aerodynamic design for effortless maneuverability Non stick coated soleplate for smooth gliding Easy Grip Temperature Control Dial Higher wattage for higher performance,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgdibub100.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/blaze-heavy-weight-dry-iron-ghgdicpk125.html,,Standard,SKUGHGDICPK125,2395.00,1249.00,N/A,N/A,"Key Features American Heritage Non- Stick coated sole plate for smooth gliding & long life. Aerodynamic Design with shock proof front Convenience & Shock proof plastic body ensures safe ironing experience. 360° Swivel Cord for Effortless Maneuvering Easy grip temperature control dial for selection of different fabrics. 2 Year Product Warranty. High-Quality fire-retardant material ensures durability & longer life. Flat type heating element Short heating time. Excellent heat transfer Superior Thermostat, Silver Coated Copper Connectors, Silver coating enhances the copper connecter life and maintain higher conductivity levels over the usage years.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/b/l/blaze_2_.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/pressa-dry-iron-ghgdictc110.html,,Standard,SKUGHGDICTC110,1350.00,849.00,N/A,N/A,Key Features Pressa comes with the powerful 1100 W heating element for effective ironing experience. Havells Dry Irons comes with both safety as well as performance ISI certifications. Greblon Non- Stick sole plate with German Technology for smooth gliding & long life. Aerodynamic design ensures easy gliding.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/pressa.jpg,1100,N/A,N/A,N/A,"isi, ce, bee, Ce, ISI Certified, ul, CE, ISI",certifications,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/dazzle-dry-iron-ghgdicjk110.html,,Standard,SKUGHGDICJK110,1395.00,799.00,N/A,N/A,Key Features Power : 1100 W Easy grip temperature control dial 360° swivel cord for effort less maneuvering 2 year warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDICJK110.jpg,1100,N/A,2 year warranty,N/A,"isi, bee, Ce, ISI Certified, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/tempter-dry-iron-ghgdicnk100.html,,Standard,SKUGHGDICNK100,1265.00,799.00,N/A,N/A,Key Features Power : 1000 W Easy grip temperature control dial 360° swivel cord for effort less maneuvering 2 year warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDICNK100.jpg,1000,N/A,2 year warranty,N/A,"isi, bee, Ce, ISI Certified, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/vapor-steam-iron-ghgsibvb125.html,,Standard,SKUGHGSIBVB125,2200.00,1510.00,N/A,N/A,Key Features Power rating of 1250 W Adjustable movable temperature control Self Clean Warranty : 2 year warranty on Product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGSIBVB125.jpg,1250,N/A,2 year warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/glydo-dry-iron-ghgdibab100.html,,Standard,SKUGHGDIBAB100,1935.00,899.00,N/A,N/A,Key Features Power : 1000 W Knob : Easy grip rotating knob 360° Swivel : 360° swivel for effortless manoeuvring Warranty : 2 year warranty on product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgdibab100_1.jpg,1000,N/A,2 year warranty,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/dry-irons/enticer-dry-iron-ghgdiazp100.html,,Standard,SKUGHGDIAZP100,1525.00,999.00,N/A,N/A,Key Features Power : 1000 W Easy grip rotating knob 360° swivel for effortless maneuvering 2 year warranty on product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDIAZP100.jpg,1000,N/A,2 year warranty,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/dzire-dry-iron-ghgdiayt100.html,,Standard,SKUGHGDIAYT100,1730.00,899.00,N/A,N/A,Key Features Power : 1000 W Knob : Easy grip rotating knob 360° Swivel : 360° swivel for effortless manoeuvring Warranty : 2 year warranty on product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgdiayt100_1.jpg,1000,N/A,2 year warranty,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/insta-dry-iron-ghgdiaxb060.html,,Standard,SKUGHGDIAXB060,1095.00,699.00,N/A,N/A,Key Features New aerodynamic design for effortless maneuverability Non stick coated soleplate for smooth gliding Easy Grip Temperature Control Dial,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHGDIAXB060.jpg,N/A,N/A,N/A,https://havells.com#productDownloads,"isi, bee, Ce, ISI Certified, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,irons,https://havells.com/home-appliances/appliances/irons/athena-steam-iron-ghgsidtk300.html,,Standard,SKUGHGSIDTK300,7999.00,5999.00,N/A,N/A,"Key Features Smart i-Sense Iron adjusts the temperature range as per fabric Temp Master Tech, no temperature control needed Nano Ceramic Coated Soleplate safegaurd fabric from scorching, provides superior glide and longer life Auto Shut-off in case of non movement in both Horizontal & Vertical Positions Anti - Calcification filter safegaurd the iron from access scaling Self Clean, with just a push of a button remove the scaling happened with overtime usage in the soleplate 360° Swivel Cord",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgsidtk300_8_.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ISI Certified, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-15-wave-fins-oil-filled-room-heater-ghrofctk290.html,,Standard,SKUGHROFCTK290,25099.00,16499.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2500 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofctk290_1.jpg,2500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-15-straight-fins-oil-filled-room-heater-ghrofdlk290.html,,Standard,SKUGHROFDLK290,24399.00,15999.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2500 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofdlk290_1.jpg,2500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-13-wave-fins-oil-filled-room-heater-ghrofclk290.html,,Standard,SKUGHROFCLK290,22199.00,14499.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2500 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofclk290_1.jpg,2500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-13-straight-fins-oil-filled-room-heater-ghrofdkk290.html,,Standard,SKUGHROFDKK290,21499.00,12999.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2500 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofdkk290_1.jpg,2500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-11-wave-fins-oil-filled-room-heater-ghrofckk290.html,,Standard,SKUGHROFCKK290,19599.00,12599.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2500 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofckk290_2.jpg,2500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-11-straight-fins-oil-filled-room-heater-ghrofdjk290.html,,Standard,SKUGHROFDJK290,18899.00,12099.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2500 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofdjk290_1.jpg,2500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-9-wave-fins-oil-filled-room-heater-ghrofcjk240.html,,Standard,SKUGHROFCJK240,17499.00,11499.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2000 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofcjk240_1.jpg,2000,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
