Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Approx_Price,Product_Description,Image_URL,Wattage_W,Capacity_L,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code,Color_Variant
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/hestio-9-straight-fins-oil-filled-room-heater-ghrofdik240.html,,Standard,SKUGHROFDIK240,16799.00,11099.00,N/A,N/A,"Key Features Ergonomic Design : Designed keeping user comfort in mind, inclined control panel, easy-to-approach temperature & fan speed controls Easy Portability & Storage with Retractable Wheels : Retractable wheels can be collapsed in when not in use.  Especially designed to provide additional stability. Dual Heating Tech : 2000 W OFR + 400 W PTC Heater Dedicated Cord & Plug Storage : Cord winding station with a plug socket ensures easy portability and proper storage for both cord & plug",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrofdik240_1.jpg,2000,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/walthero-carbon-room-heater-ghrghbwk100.html,,Standard,SKUGHRGHBWK100,6999.00,4499.00,N/A,N/A,Key Features 2 carbon heating tubes Healthy infrared technology Tip over switch for safety Front grill for safety,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHRGHBWK100.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/calentar-ghrghcnw105.html,,Standard,SKUGHRGHCNW105,6545.00,4199.00,N/A,N/A,"Key Features 3 Directional Heating : 1st Infrared Carbon Heater with 3 directional heating Far & Medium Range Infrared Heating with Carbon fiber Rods : Carbon heaters distributes heat uniformly across the space, carbon fiber radiates medium and far range infrared heat which delivers warmth in wider area instead of just heating the air around it. The lux intensity is also lower compared to other IR heaters better for a good night sleep. 120 Minutes Sleep Timer : Set it on 30 or 60 or 90 or 120 minutes, the specialized sleep timer in Calenter lets you choose, if you want it off in 30 minutes or after 2 hours. Triple heat setting : Calenter comes with 3 Carbon Tubes, and all three can be controlled as desired. Total heating power is 350 W single tubes, 700 W double tubes & 1050 W all three tubes.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrghcnw105_3_.jpg,350,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/calmy-ptc-fan-room-heater-ghrfhajk120.html,,Standard,SKUGHRFHAJK120,5095.00,3999.00,N/A,N/A,"Key Features PTC ceramic heating element for faster, safer and energy efficient heating. Dual heat setting at 600 W / 1200 W Over heat protection 1 Year Warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrfhajk120.jpg,600,N/A,1 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/comforter-heat-convector-room-heater-ghrfhagw200.html,,Standard,SKUGHRFHAGW200,5845.00,3799.00,N/A,N/A,"Key Features Cool touch body Double safety over-heat protection Power settings  : 1400 W, 2000 W 1 year Warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHRFHAGW200.jpg,1400,N/A,1 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/comodito-ghrghche090.html,,Standard,SKUGHRGHCHE090,5499.00,3499.00,N/A,N/A,"Key Features Works in both Horizontal or Vertical positions : Comodito can be use in any of the orientation Horizontal or Vertical. Use it as a tower heater in vertical position when far range heat is needed and use it on horizontal position for wide-spread heat. Warm & Hot dual heat setting : Comodito comes with 2 Carbon rods, and both can be controlled as desired, for warm 1 of the rod will be working and when there are more people in the room and more heat is needed on Hot setting both the rods will be working. Total heating power is 450 W single rod & 900 W both rods. 120 Minutes Sleep Timer : Set it on 30 or 60 or 90 or 120 minutes, the specialized sleep timer in Comodito lets you choose, if you want it off in 30 minutes or after 2 hours. Far & Medium Range Infrared Heating : Carbon heaters distributes heat uniformly across the space, carbon fiber radiates medium and far range infrared heat which delivers warmth in wider area instead of just heating the air around it. The lux intensity is also lower compared to other IR heaters better for a good night sleep.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrghche090.jpg,450,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/inclino-halogen-room-heater-ghrghaik120.html,,Standard,SKUGHRGHAIK120,4749.00,2699.00,N/A,N/A,Key Features 3 heating tubes for efficient heating Rust free stainless steel reflector Tip over switch & Front grill for safety 2 year warranty with home  service within 24 hours,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrghaik120.jpg,N/A,N/A,2 year warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/cista-heat-convector-room-heater-ghrfhayw200.html,,Standard,SKUGHRFHAYW200,4599.00,2599.00,N/A,N/A,Key Features Power : 2000 W 2 heat Settings - 1000 W & 2000 W Peak Air Velocity  : 3.0 m/s 1 year Warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHRFHAYW200.jpg,2000,N/A,1 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/bero-quartz-room-heater-ghrghahk080.html,,Standard,SKUGHRGHAHK080,2799.00,1799.00,N/A,N/A,Key Features 2 Quartz heating tubes for  more warmth Rust free stainless steel reflector Tip over switch for safety Front grill for safety,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHRGHAHK080.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/adnis-heat-convector-room-heater-ghrghfge180.html,,Standard,SKUGHRGHFGE180,2999.00,1699.00,N/A,N/A,"Key Features Thermo-Core Chamber for improved performance with quick heating 1800 W Element Customizable comfort and energy efficiency 900 W / 1800 W Adjustable Thermostat : Maintains desired comfort level by automatically controlling the heater’s ON and OFF cycles, preventing overheating and saving energy by stopping the heating element when the room reaches the set temperature Overheat Protection : Complete safety with Overheat Protection combines with Thermal Fuse & Cut",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrghfge180_1_.jpg,1800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/fiesta-heat-convector-room-heater-ghrfheji180.html,,Standard,SKUGHRFHEJI180,2999.00,1699.00,N/A,N/A,"Key Features Thermo-Core Chamber for improved performance with quick heating 1800 W Element Customizable comfort and energy efficiency 900 W / 1800 W Adjustable Thermostat : Maintains desired comfort level by automatically controlling the heater’s ON and OFF cycles, preventing overheating and saving energy by stopping the heating element when the room reaches the set temperature Overheat Protection : Complete safety with Overheat Protection combines with Thermal Fuse & Cut",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrfheji180_1_.jpg,1800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/glow-quartz-infrared-room-heater-ghrgheke080.html,,Standard,SKUGHRGHEKE080,2099.00,1399.00,N/A,N/A,Key Features Insta-Heat with quick heating 800 W Quartz Tube WARM & HOT dual heat setting 400 W single Tubes & 800 W both Tubes Rust Free Reflector : Stainless-steel rust-free reflectors not only reflects the maximum heat giving best performance but also are safe from rusting. Tip-Overheat Protection : Enhances safety by automatically shutting off in case product is tipped over,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrgheke080.jpg,800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,room-heaters,https://havells.com/home-appliances/appliances/room-heaters/cozio-nuo-quartz-infrared-room-heater-ghrghfhe080.html,,Standard,SKUGHRGHFHE080,2099.00,1399.00,N/A,N/A,Key Features Insta-Heat with quick heating 800 W Quartz Tube WARM & HOT dual heat setting 400 W single Tubes & 800 W both Tubes Rust Free Reflector : Stainless-steel rust-free reflectors not only reflects the maximum heat giving best performance but also are safe from rusting. Tip-Overheat Protection : Enhances safety by automatically shutting off in case product is tipped over,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghrghfhe080_1__1.jpg,800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/craft-electric-kettle-ghbktbcb160.html?color=58,,Black,SKUGHBKTBCB160,6595.00,4199.00,N/A,N/A,Key Features 1.5 L Capacity 1600 W Strix Controller: Enhanced durability with 5X lifespan Intelligent Preset Modes Live Temperature Display Keep Warm,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbcb160.jpg,1600,1.5,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/craft-electric-kettle-ghbktbcb160.html?color=59,,Blue,SKUGHBKTBCB160,6595.00,4199.00,N/A,N/A,Key Features 1.5 L Capacity 1600 W Strix Controller: Enhanced durability with 5X lifespan Intelligent Preset Modes Live Temperature Display Keep Warm,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbcb160.jpg,1600,1.5,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/steelio-electric-kettle-ghbktblk125.html?color=58,,Black,SKUGHBKTBLK125,1995.00,1199.00,N/A,N/A,"Key Features 1 L Capacity Triple Safety Protection : Dry Boiling Sensor, Over Heat Sensor, Auto Shut Off Rust-Resistant 304 Stainless Steel Tank Cool Touch Handle 360° Cordless Kettle",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktblk125.jpg,N/A,1,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/steelio-electric-kettle-ghbktblk125.html?color=59,,Blue,SKUGHBKTBLK125,1995.00,1199.00,N/A,N/A,"Key Features 1 L Capacity Triple Safety Protection : Dry Boiling Sensor, Over Heat Sensor, Auto Shut Off Rust-Resistant 304 Stainless Steel Tank Cool Touch Handle 360° Cordless Kettle",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktblk125.jpg,N/A,1,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/culinox-multicook-kettle-ghbktbkp060.html?color=58,,Black,SKUGHBKTBKP060,2295.00,1299.00,N/A,N/A,Key Features SS 304 Ring Glass Lid Easy Clean with Concealed Element Cool Touch Handle 3 Temperature Modes 1 Year Product Warranty*,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbkp060.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/culinox-multicook-kettle-ghbktbkp060.html?color=59,,Blue,SKUGHBKTBKP060,2295.00,1299.00,N/A,N/A,Key Features SS 304 Ring Glass Lid Easy Clean with Concealed Element Cool Touch Handle 3 Temperature Modes 1 Year Product Warranty*,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbkp060.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/steamor-multicook-kettle-ghbktbjb060.html?color=58,,Black,SKUGHBKTBJB060,2995.00,1799.00,N/A,N/A,"Key Features SS 304 Ring Glass Lid Easy Clean with Concealed Element Cool Touch Handle 3 Temperature Modes : Low, High and Max Double Safety protection : Over Heat and Dry Boil Protection for worry-free usage. 1 Year Product Warranty*",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbjb060.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/steamor-multicook-kettle-ghbktbjb060.html?color=59,,Blue,SKUGHBKTBJB060,2995.00,1799.00,N/A,N/A,"Key Features SS 304 Ring Glass Lid Easy Clean with Concealed Element Cool Touch Handle 3 Temperature Modes : Low, High and Max Double Safety protection : Over Heat and Dry Boil Protection for worry-free usage. 1 Year Product Warranty*",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbjb060.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/aqua-plus-kettle-ghbktatk125-c.html?color=58,,Black,SKUGHBKTATK125,3565.00,1599.00,N/A,N/A,"Key Features Capacity : 1.2 L Wider Mouth : Wider mouth for easy filling, pouring and cleaning Double Wall Tank : Double wall stainless steel tank for cool touch exterior",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/q/aqua_black_1.jpg,N/A,1.2,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/aqua-plus-kettle-ghbktatk125-c.html?color=59,,Blue,SKUGHBKTASB125,3565.00,1599.00,N/A,N/A,"Key Features Capacity : 1.2 L Wider Mouth : Wider mouth for easy filling, pouring and cleaning Double Wall Tank : Double wall stainless steel tank for cool touch exterior",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/q/aqua_blue_1.jpg,N/A,1.2,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/aqua-triton-electric-kettle-ghbktbdk110.html?color=58,,Black,SKUGHBKTBDK110,2499.00,1699.00,N/A,N/A,"Key Features Capacity : 1.0 L 360˚ Cordless Kettle : This allow to put product at any angle on its power base. On and Off Switch with Light Indicator : It allows to make the product ON/OFF with indication. Wider Mouth : Wider mouth for easy filling, pouring and cleaning.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/q/aqua_triton_1.jpg,N/A,1.0,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/aqua-triton-electric-kettle-ghbktbdk110.html?color=59,,Blue,SKUGHBKTBDK110,2499.00,1699.00,N/A,N/A,"Key Features Capacity : 1.0 L 360˚ Cordless Kettle : This allow to put product at any angle on its power base. On and Off Switch with Light Indicator : It allows to make the product ON/OFF with indication. Wider Mouth : Wider mouth for easy filling, pouring and cleaning.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/q/aqua_triton_1.jpg,N/A,1.0,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/caro-electric-kettle-ghbktazk125.html?color=58,,Black,SKUGHBKTAZK125,2780.00,1699.00,N/A,N/A,"Key Features Capacity : 1.5 L 360˚ Cordless Kettle : This allow to put product at any angle on its power base. On and Off Switch with Light Indicator : It allows to make the product ON/OFF with indication. Wider Mouth : Wider mouth for easy filling, pouring and cleaning.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/caro_black_1.jpg,N/A,1.5,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/caro-electric-kettle-ghbktazk125.html?color=59,,Blue,SKUGHBKTAZK125,2780.00,1699.00,N/A,N/A,"Key Features Capacity : 1.5 L 360˚ Cordless Kettle : This allow to put product at any angle on its power base. On and Off Switch with Light Indicator : It allows to make the product ON/OFF with indication. Wider Mouth : Wider mouth for easy filling, pouring and cleaning.",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/a/caro_black_1.jpg,N/A,1.5,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/vesta-stainless-steel-electric-kettle-ghbktdfe200.html?color=58,,Black,SKUGHBKTDFE200,2495.00,1299.00,N/A,N/A,"Key Features 360° Cordless Kettle : This allow to put product at any angle on its power base. Wider mouth for easy filling, pouring and cleaning On and Off Switch with Light Indicator 1 Year Warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktdfe200.jpg,N/A,N/A,1 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/vesta-stainless-steel-electric-kettle-ghbktdfe200.html?color=59,,Blue,SKUGHBKTDFE200,2495.00,1299.00,N/A,N/A,"Key Features 360° Cordless Kettle : This allow to put product at any angle on its power base. Wider mouth for easy filling, pouring and cleaning On and Off Switch with Light Indicator 1 Year Warranty",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktdfe200.jpg,N/A,N/A,1 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/capture-multicook-electric-kettle-ghbktawb065.html?color=58,,Black,SKUGHBKTAWB065,3240.00,1990.00,N/A,N/A,"Key Features Power : 650 W Concealed Heating Element Steamer Basket  for steaming vegetables, corn, momos, modak etc. Cool touch outer body",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktawb065_3_.jpg,650,N/A,N/A,https://havells.com/media/wysiwyg/Brochure-and-pricelist/Appliances/Catalogue_Havells_Appliances.pdf,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/capture-multicook-electric-kettle-ghbktawb065.html?color=59,,Blue,SKUGHBKTAWB065,3240.00,1990.00,N/A,N/A,"Key Features Power : 650 W Concealed Heating Element Steamer Basket  for steaming vegetables, corn, momos, modak etc. Cool touch outer body",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktawb065_3_.jpg,650,N/A,N/A,https://havells.com/media/wysiwyg/Brochure-and-pricelist/Appliances/Catalogue_Havells_Appliances.pdf,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/i-conic-digi-electric-kettle-ghbktaxk160.html?color=58,,Black,SKUGHBKTAXK160,6295.00,4000.00,N/A,N/A,Key Features 4 Pre-Set Mode : 4-Pre set mode with 90 minutes keep warm mode LED Digital Display with Touch control mode selection Strix Controller Double wall SS tank for cool touch exterior,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktaxk160_1_.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/i-conic-digi-electric-kettle-ghbktaxk160.html?color=59,,Blue,SKUGHBKTAXK160,6295.00,4000.00,N/A,N/A,Key Features 4 Pre-Set Mode : 4-Pre set mode with 90 minutes keep warm mode LED Digital Display with Touch control mode selection Strix Controller Double wall SS tank for cool touch exterior,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktaxk160_1_.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/marino-electric-kettle-ghbktbbk120.html?color=58,,Black,SKUGHBKTBBK120,2595.00,1599.00,N/A,N/A,Key Features Silent Operation Retain Heat for longer Duration Completely Health Safe : No Residuals while Heating Wider Mouth,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbbk120.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Black
Havells,Small_Appliances,kettles,https://havells.com/home-appliances/appliances/kettles/marino-electric-kettle-ghbktbbk120.html?color=59,,Blue,SKUGHBKTBBK120,2595.00,1599.00,N/A,N/A,Key Features Silent Operation Retain Heat for longer Duration Completely Health Safe : No Residuals while Heating Wider Mouth,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktbbk120.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Blue
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/prolife-vista-air-fryer-ghcafsrk135.html,,Standard,SKUGHCAFSRK135,7495.00,4999.00,N/A,N/A,Key Features Power : 1350 W Cool Touch Handle with Overheat Protection 4.2 L Pan Capacity Aero Crisp Technology ensures evenly cooked food Adjustable Temperature and Time Keep an eye on frying with see-through window Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghcafsrk135_1_.jpg,1350,4.2,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/air-oven-avanza-airfryer-ghcafsek170.html,,Standard,SKUGHCAFSEK170,17495.00,12500.00,N/A,N/A,Key Features 14 Pre-Set Option with adjustable time and temperature Aero Crisp Technology ensures evenly cooked food Safety lock for child protection. Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/a/i/air-oven_avanza_side_view_1_1.jpg,N/A,N/A,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/prolife-delicia-air-fryer-ghcafsfk170.html,,Standard,SKUGHCAFSFK170,17495.00,11999.00,N/A,N/A,Key Features 8 Pre-Set Option with adjustable time and temperature Aero Crisp Technology ensures evenly cooked food Safety lock for child protection. Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/prolife_delecia_new.jpg,N/A,N/A,Warranty : 2 Year,https://havells.com#productDownloads,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/prolife-neo-air-fryer-ghcafsck150.html,,Standard,SKUGHCAFSCK150,9995.00,5599.00,N/A,N/A,"Key Features Power : 1500 W for Optimum Performance Touch control panel with LED indicator : easy to use, convenient Interface 8 pre-set Options : Fries, steak, chicken, cake, shrimp, pizza and fish modes with adjustable time and temperature Safety lock for child protection",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/prolife_neo_1.jpg,1500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/prolife-crystal-air-fryer-ghcafsdk150.html,,Standard,SKUGHCAFSDK150,19150.00,7399.00,N/A,N/A,Key Features 8 Pre-Set Options with adjustable time and temperature. Aero Crisp Technology ensures evenly cooked food Safety lock for child protection. Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghcafsdk150_1_.jpg,N/A,N/A,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/prolife-brio-air-fryer-ghcafstb135.html,,Standard,SKUGHCAFSTB135,7795.00,4499.00,N/A,N/A,Key Features Power : 1350 W Cool touch handle with overheat protection 4.2 L Pan Capacity Aero Crisp Technology ensures evenly cooked food Adjustable Temperature and Time Keep an eye on frying with see-through window Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghcafstb135_1_.jpg,1350,4.2,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,air-fryers,https://havells.com/home-appliances/appliances/air-fryers/prolife-stellar-chef-air-fryer-ghcafssk150.html,,Standard,SKUGHCAFSSK150,9995.00,5599.00,N/A,N/A,"Key Features Power : 1500 W Cool Touch Handle with Overheat Protection : For complete convenience and ease of use Larger Pan Capacity : 5.5 L Pan Capacity Non Stick Silicon Coated Pan : Non Stick high grade Silicon coated pan and frying plate, Food grade certified product Cook Food with 85 % Less Oil Keep an eye on frying with see-through window Warranty : 2 Year",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghcafssk150_1_.jpg,1500,5.5,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/evo-cook-tc20-induction-cooktop-ghcicemk200.html,,Standard,SKUGHCICEMK200,5545.00,3699.00,N/A,N/A,"Key Features 6000 V Triple Surge Protection : Best in Class 6000 V surge protection with triple MOV & TVS. Provides stable temperature & Voltage. Help make delicious food Touch Controls for easy operaitons : Simpler to operate and more intuitive. Easy to use interface makes cooking fun 3 Hours Timer Feature : Simply set the timer, and the cooktop takes care of the rest, giving you the freedom to multitask without compromising on taste or quality. Power & Temperature Modes : (i) Power Mode- The higher the power level, the faster your food will cook. Eg.-Use higher power levels to bring water to boil quickly or keep it boiling 
(ii) Temperature Mode- Temp mode is ideal for frying and other cooking methods that require temperature control to avoid overheating and burning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/v/evo_cook_tc_20_1.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",ng,India,N/A,
