Company,Product_Code,Product_Name,Category,Type,Voltage_Rating,Conductor_Material,Conductor_Size_sqmm,No_of_Cores,Conductor_Class,Insulation_Type,Insulation_Thickness_mm,Armour_Type,Outer_Diameter_mm,Approx_Weight_kg_per_km,Standard,Max_Conductor_Temp_C,Current_Rating_Amps,Price_Per_Meter_INR,Price_Per_90m_INR,Price_Per_100m_INR,Price_Per_180m_INR,Test_Certificate_Cost_INR,Routine_Test_Cost_INR,Type_Test_Cost_INR,HSN_Code,Warranty_Years,Product_URL,Source_Text,Extracted_Date
KEI,KEI-WW-50.0-3.0C,"Winding Wire 50.0 Sq mm 3.0 Core PVC 1100V - Standard Coil length is 100 mtrs; longer lengths & 3C x 50 Sq.mm, 3C x 70 Sq.mm, 3C x 95 Sq.mm",Winding Wire,Wire,1100V,Annealed Copper,50.0,3.0,Class 1,PVC,4.6,Unarmoured,36.06,1602,is 100,70,647,1001.25,90112.5,100125.0,180225.0,300,300,5000,85444200,20,PDF Extracted,"Standard Coil length is 100 mtrs; longer lengths & 3C x 50 Sq.mm, 3C x 70 Sq.mm, 3C x 95 Sq.mm",2025-12-07
